Age,Gender,Location_Type,Budget_Range,Practical_Skills,Interest_Area,Work_Mode,Risk_Tolerance,Available_Time_Per_Day,Literacy_Level,Assets_Owned,Community_Support_Level,Recommended_Business_Idea,Business_Category,Feasibility_Score,User_Satisfaction
40,Male,Urban,Low,"Digital Marketing, Farming, Reselling",Agriculture,Home-based,Medium,6,Secondary,Land + Vehicle,Low,Poultry Business,Agriculture,0.83,0.89
21,Female,Rural,Low,"Mushroom Cultivation, Photography, Content Creation, Pickle Making",Education,Home-based,Low,10,Secondary,Phone,Medium,Home Tuition,Education,0.51,0.52
26,Female,Semi-Urban,Low,"Crafting, Paper Craft",Domestic Services,Outdoor,High,7,None,Internet,Medium,Cleaning Services,Domestic Services,0.64,0.79
31,Male,Urban,Low,"Home Cleaning, Cooking, Paper Craft",Creative Services,Hybrid,Low,7,Primary,Phone,High,Photography Studio,Creative Services,0.63,0.65
29,Male,Semi-Urban,Low,"Digital Marketing, Teaching, Farming",E-commerce,Outdoor,High,6,Primary,Land,Low,Dropshipping,E-commerce,0.9,0.51
44,Female,Rural,Low,"Baking, Mobile Repair, Cooking",Education,Home-based,Medium,3,Primary,Internet,Low,Home Tuition,Education,0.7,0.54
19,Male,Urban,Low,"Hair Styling, Daycare Management, Reselling",Agriculture,Home-based,Medium,10,None,Vehicle,High,Dairy Farming,Agriculture,0.47,0.79
49,Male,Semi-Urban,Medium,"Teaching, Tailoring",Creative Services,Home-based,High,6,Secondary,Land + Vehicle,Low,Video Editing Service,Creative Services,0.71,0.9
37,Female,Rural,Medium,"Dairy Management, Makeup",Education,Hybrid,High,8,None,None,High,Home Tuition,Education,0.59,0.71
27,Female,Rural,Medium,"Digital Marketing, Tailoring, Cooking, Daycare Management",Education,Home-based,Low,3,Secondary,Phone + Internet,Medium,Spoken English Classes,Education,0.48,0.83
28,Female,Urban,Low,"Farming, Hair Styling, Content Creation",Technology,Home-based,Low,6,None,Vehicle,Medium,YouTube Channel,Technology,0.62,0.54
54,Female,Rural,Low,"Hair Styling, Video Editing, Tailoring",Education,Outdoor,Low,8,None,Phone + Internet,Low,Home Tuition,Education,0.66,0.55
34,Female,Semi-Urban,Low,"Hair Styling, Mobile Repair",Food & Beverage,Home-based,High,2,Primary,Phone + Internet,High,Spice Mixing,Food & Beverage,0.46,0.91
27,Male,Urban,Medium,"Crafting, Content Creation, Food Delivery",Agriculture,Outdoor,High,3,Primary,Land,Low,Dairy Farming,Agriculture,0.42,0.69
31,Female,Rural,Low,"Dairy Management, Reselling, Makeup",Domestic Services,Hybrid,Medium,8,Primary,Land + Vehicle,High,Cleaning Services,Domestic Services,0.9,0.83
31,Female,Urban,Low,"Home Cleaning, Crafting, Paper Craft, Pickle Making",Education,Outdoor,High,7,Secondary,Land + Vehicle,Medium,Home Tuition,Education,0.63,0.86
49,Female,Rural,Medium,"Farming, Pickle Making",Creative Services,Home-based,Medium,9,None,None,High,Video Editing Service,Creative Services,0.46,0.66
39,Female,Semi-Urban,High,"Teaching, Farming, Home Cleaning",Education,Hybrid,High,2,Primary,Vehicle,High,Daycare Center,Education,0.89,0.7
50,Female,Semi-Urban,Medium,"Farming, Food Delivery",Art & Craft,Hybrid,Low,4,Primary,Phone,Low,Candle Making,Art & Craft,0.63,0.89
31,Male,Urban,High,"Dairy Management, Photography, Embroidery, Digital Marketing",Food & Beverage,Home-based,High,9,Secondary,Land,Low,Homemade Pickles,Food & Beverage,0.72,0.85
53,Female,Semi-Urban,Low,"Embroidery, Mushroom Cultivation, Photography",Art & Craft,Outdoor,Medium,10,Secondary,None,Low,Jewelry Design,Art & Craft,0.42,0.73
46,Male,Rural,Medium,"Mushroom Cultivation, Daycare Management, Poultry Care, Content Creation",Beauty,Home-based,Medium,6,Primary,Vehicle,Low,Home Salon,Beauty,0.74,0.85
19,Female,Semi-Urban,Low,"Teaching, Mobile Repair",Education,Home-based,Low,7,Primary,Phone + Internet,High,Spoken English Classes,Education,0.79,0.83
44,Female,Rural,Low,"Embroidery, Content Creation, Sewing, Video Editing",Food & Beverage,Home-based,Medium,9,Secondary,None,Low,Spice Mixing,Food & Beverage,0.92,0.58
47,Female,Rural,Low,"Crafting, Paper Craft, Pickle Making",Apparel,Outdoor,High,4,None,Land + Vehicle,High,Embroidery Shop,Apparel,0.87,0.83
32,Female,Urban,Medium,"Teaching, Daycare Management",Food & Beverage,Hybrid,Medium,10,Primary,Vehicle,Medium,Spice Mixing,Food & Beverage,0.58,0.77
55,Female,Rural,High,"Daycare Management, Farming, Tailoring",Domestic Services,Hybrid,High,3,Primary,Internet,Medium,Babysitting,Domestic Services,0.43,0.85
23,Male,Urban,High,"Sewing, Reselling, Crafting",Apparel,Outdoor,Low,3,None,Vehicle,High,Tailoring Business,Apparel,0.58,0.83
41,Female,Semi-Urban,Medium,"Dairy Management, Daycare Management",Domestic Services,Outdoor,Medium,8,Secondary,Internet,High,Home Cook,Domestic Services,0.65,0.5
44,Female,Urban,High,"Pickle Making, Reselling, Cooking, Embroidery",Creative Services,Hybrid,High,8,None,None,Low,Photography Studio,Creative Services,0.5,0.68
22,Female,Semi-Urban,Medium,"Paper Craft, Tailoring",Education,Hybrid,High,10,None,Land + Vehicle,Low,Spoken English Classes,Education,0.49,0.67
39,Female,Rural,Medium,"Video Editing, Pickle Making, Poultry Care",Technology,Hybrid,Low,4,None,None,Medium,Digital Marketing Agency,Technology,0.58,0.75
24,Female,Rural,Low,"Crafting, Home Cleaning, Sewing",Education,Home-based,Low,6,Primary,Phone,Low,Daycare Center,Education,0.41,0.97
44,Male,Rural,Medium,"Tailoring, Pickle Making, Crafting",Domestic Services,Home-based,High,10,None,None,Medium,Cleaning Services,Domestic Services,0.83,0.96
26,Female,Semi-Urban,Low,"Farming, Food Delivery, Daycare Management",Technology,Outdoor,High,5,None,Phone + Internet,Medium,Digital Marketing Agency,Technology,0.67,0.57
51,Female,Rural,High,"Pickle Making, Poultry Care, Dairy Management, Mobile Repair",Beauty,Home-based,Low,4,Secondary,Land + Vehicle,Low,Home Salon,Beauty,0.57,0.76
27,Female,Rural,Low,"Photography, Paper Craft",Education,Hybrid,Medium,7,Secondary,Phone,Low,Daycare Center,Education,0.45,0.61
23,Female,Urban,Medium,"Photography, Embroidery, Crafting, Home Cleaning",Creative Services,Outdoor,Low,3,Primary,Phone,Medium,Video Editing Service,Creative Services,0.95,0.89
47,Female,Rural,Medium,"Tailoring, Video Editing, Daycare Management",Apparel,Home-based,Medium,7,Secondary,Phone + Internet,Medium,Fabric Painting,Apparel,0.7,0.52
45,Female,Urban,Low,"Pickle Making, Food Delivery, Digital Marketing, Poultry Care",Education,Hybrid,Medium,4,Secondary,None,Low,Daycare Center,Education,0.55,0.64
30,Female,Rural,Medium,"Food Delivery, Content Creation",Domestic Services,Hybrid,High,10,None,None,Medium,Cleaning Services,Domestic Services,0.79,0.5
53,Male,Urban,Low,"Mobile Repair, Digital Marketing",Apparel,Hybrid,Low,2,Primary,Internet,Low,Tailoring Business,Apparel,0.78,0.52
47,Female,Rural,Low,"Farming, Makeup",Domestic Services,Hybrid,High,8,None,Land,High,Cleaning Services,Domestic Services,0.51,0.75
36,Female,Urban,Low,"Candle Making, Paper Craft",Beauty,Outdoor,Low,6,Primary,Land,High,Home Salon,Beauty,0.86,0.68
50,Female,Rural,Medium,"Photography, Reselling, Tailoring",Art & Craft,Hybrid,High,3,Primary,Internet,High,Jewelry Design,Art & Craft,0.61,0.77
28,Female,Urban,Low,"Video Editing, Mushroom Cultivation, Paper Craft, Embroidery",E-commerce,Outdoor,High,7,None,Phone,High,Dropshipping,E-commerce,0.41,0.65
45,Male,Rural,Medium,"Tailoring, Reselling",Technology,Home-based,High,9,Secondary,Land,High,Digital Marketing Agency,Technology,0.67,0.77
39,Female,Urban,Low,"Pickle Making, Crafting",E-commerce,Home-based,Medium,2,Primary,Vehicle,High,Online Reselling,E-commerce,0.45,0.51
24,Female,Urban,Medium,"Digital Marketing, Candle Making, Pickle Making",Domestic Services,Outdoor,High,7,Primary,Land,Medium,Babysitting,Domestic Services,0.46,0.96
34,Female,Semi-Urban,Low,"Daycare Management, Hair Styling",E-commerce,Hybrid,Medium,3,Primary,Internet,High,Online Reselling,E-commerce,0.78,0.88
18,Female,Semi-Urban,Medium,"Crafting, Home Cleaning, Pickle Making",Apparel,Hybrid,Low,7,Primary,Land,Medium,Tailoring Business,Apparel,0.56,0.68
51,Male,Semi-Urban,Low,"Dairy Management, Digital Marketing, Poultry Care",Beauty,Home-based,Low,5,None,None,Low,Home Salon,Beauty,0.73,0.68
27,Female,Rural,Low,"Crafting, Mobile Repair, Content Creation, Photography",Food & Beverage,Outdoor,High,2,Primary,Land + Vehicle,High,Homemade Pickles,Food & Beverage,0.58,0.51
30,Female,Rural,Low,"Home Cleaning, Mushroom Cultivation, Content Creation, Photography",Technology,Home-based,Medium,2,None,None,Low,Digital Marketing Agency,Technology,0.64,0.96
44,Male,Rural,Medium,"Mushroom Cultivation, Food Delivery, Home Cleaning, Hair Styling",Education,Hybrid,Medium,2,Primary,Phone + Internet,Low,Home Tuition,Education,0.82,0.52
53,Female,Rural,Low,"Photography, Crafting",Art & Craft,Outdoor,Low,8,Secondary,Phone + Internet,Medium,Paper Crafts,Art & Craft,0.65,0.6
54,Male,Rural,Medium,"Pickle Making, Photography, Hair Styling, Video Editing",Apparel,Outdoor,Low,2,Primary,Vehicle,Low,Embroidery Shop,Apparel,0.56,0.65
39,Female,Urban,Low,"Mobile Repair, Dairy Management",Education,Home-based,Medium,8,Secondary,Land + Vehicle,Medium,Spoken English Classes,Education,0.66,0.66
49,Female,Semi-Urban,Low,"Mobile Repair, Tailoring, Cooking, Video Editing",Food & Beverage,Outdoor,Medium,7,None,Phone + Internet,Low,Snack Stall,Food & Beverage,0.42,0.83
28,Female,Semi-Urban,High,"Food Delivery, Cooking, Mushroom Cultivation",Beauty,Outdoor,Medium,7,Secondary,Internet,Medium,Home Salon,Beauty,0.71,0.6
25,Male,Rural,Low,"Photography, Poultry Care",Food & Beverage,Home-based,Medium,2,Secondary,Land,High,Spice Mixing,Food & Beverage,0.67,0.75
37,Female,Urban,Low,"Food Delivery, Poultry Care, Pickle Making, Digital Marketing",Education,Hybrid,Low,8,None,Land + Vehicle,High,Daycare Center,Education,0.41,0.85
23,Male,Rural,Low,"Teaching, Cooking, Farming, Mushroom Cultivation",Domestic Services,Outdoor,High,9,None,Land + Vehicle,High,Cleaning Services,Domestic Services,0.89,0.8
34,Female,Rural,Low,"Home Cleaning, Baking",Agriculture,Outdoor,Low,3,Secondary,Internet,Low,Dairy Farming,Agriculture,0.69,0.7
42,Female,Urban,Low,"Content Creation, Daycare Management, Pickle Making",Technology,Home-based,Medium,8,Secondary,Phone + Internet,Medium,YouTube Channel,Technology,0.86,0.86
25,Male,Rural,Medium,"Food Delivery, Home Cleaning, Hair Styling, Digital Marketing",Creative Services,Hybrid,Low,9,None,None,Medium,Content Creation Agency,Creative Services,0.84,0.7
35,Female,Semi-Urban,High,"Reselling, Crafting",Beauty,Outdoor,Medium,10,None,Phone + Internet,Low,Mehendi Services,Beauty,0.7,0.57
23,Male,Urban,Low,"Teaching, Makeup",Beauty,Outdoor,Medium,7,Secondary,Phone + Internet,Low,Mehendi Services,Beauty,0.44,0.88
31,Female,Semi-Urban,Low,"Teaching, Reselling",Domestic Services,Hybrid,Medium,8,None,Land,Medium,Cleaning Services,Domestic Services,0.46,0.83
49,Female,Rural,Medium,"Dairy Management, Hair Styling, Photography",Technology,Home-based,High,10,Secondary,Internet,Medium,Digital Marketing Agency,Technology,0.44,0.52
19,Female,Urban,Low,"Embroidery, Paper Craft, Mushroom Cultivation",Education,Hybrid,High,7,Primary,Land + Vehicle,Medium,Home Tuition,Education,0.93,0.85
28,Female,Semi-Urban,Low,"Mobile Repair, Crafting, Mushroom Cultivation",E-commerce,Outdoor,Low,7,Primary,Phone,Medium,Handmade Products Store,E-commerce,0.61,0.54
39,Female,Rural,Low,"Candle Making, Teaching, Food Delivery, Daycare Management",E-commerce,Outdoor,High,2,None,Phone,High,Handmade Products Store,E-commerce,0.59,0.83
54,Female,Semi-Urban,Low,"Paper Craft, Pickle Making, Daycare Management, Reselling",Apparel,Hybrid,Low,6,Primary,Phone,Medium,Embroidery Shop,Apparel,0.59,0.99
33,Female,Rural,Low,"Poultry Care, Hair Styling, Teaching",Technology,Outdoor,Medium,10,None,Internet,Low,YouTube Channel,Technology,0.65,0.77
53,Female,Rural,Low,"Mobile Repair, Poultry Care, Photography, Crafting",Agriculture,Hybrid,High,7,Primary,Land,Medium,Dairy Farming,Agriculture,0.93,0.68
40,Female,Semi-Urban,Low,"Mushroom Cultivation, Food Delivery, Content Creation",Apparel,Outdoor,High,4,Primary,Phone + Internet,Low,Embroidery Shop,Apparel,0.66,0.88
23,Female,Semi-Urban,Low,"Cooking, Makeup, Candle Making",Creative Services,Home-based,Low,4,Primary,Land + Vehicle,Medium,Video Editing Service,Creative Services,0.58,0.9
41,Female,Semi-Urban,Low,"Photography, Mushroom Cultivation",Apparel,Home-based,Medium,7,Secondary,Phone + Internet,Low,Embroidery Shop,Apparel,0.59,0.52
41,Female,Rural,Low,"Content Creation, Sewing",Food & Beverage,Home-based,High,2,Primary,Vehicle,Low,Spice Mixing,Food & Beverage,0.82,0.76
18,Male,Rural,Medium,"Makeup, Pickle Making, Digital Marketing",Food & Beverage,Home-based,Low,6,Primary,Phone + Internet,Low,Tiffin Service,Food & Beverage,0.74,0.65
29,Male,Semi-Urban,Low,"Dairy Management, Mobile Repair, Reselling",Domestic Services,Outdoor,Medium,4,None,Internet,Medium,Babysitting,Domestic Services,0.49,0.58
28,Female,Urban,Medium,"Content Creation, Food Delivery, Farming",Education,Outdoor,Medium,5,None,Phone,High,Daycare Center,Education,0.84,0.95
40,Female,Urban,Medium,"Farming, Teaching, Home Cleaning, Embroidery",Food & Beverage,Hybrid,High,4,None,Phone + Internet,Low,Homemade Pickles,Food & Beverage,0.55,0.95
53,Female,Urban,Low,"Crafting, Digital Marketing",Food & Beverage,Hybrid,Low,2,Secondary,None,Low,Tiffin Service,Food & Beverage,0.44,0.64
45,Male,Urban,Medium,"Makeup, Farming, Tailoring, Embroidery",E-commerce,Home-based,High,4,Primary,Land + Vehicle,High,Dropshipping,E-commerce,0.57,0.94
53,Female,Urban,Medium,"Dairy Management, Cooking, Tailoring, Crafting",Technology,Outdoor,Low,5,None,None,Medium,Mobile Repair Shop,Technology,0.83,0.94
34,Female,Urban,Medium,"Hair Styling, Pickle Making, Mobile Repair",Art & Craft,Hybrid,Medium,4,Secondary,None,Low,Candle Making,Art & Craft,0.42,0.93
28,Female,Semi-Urban,Low,"Daycare Management, Teaching, Digital Marketing",Food & Beverage,Home-based,High,3,None,Phone,Low,Snack Stall,Food & Beverage,0.78,0.74
36,Female,Rural,Medium,"Farming, Cooking, Crafting",Food & Beverage,Hybrid,Medium,2,None,None,High,Homemade Pickles,Food & Beverage,0.57,0.53
27,Male,Rural,Medium,"Paper Craft, Mushroom Cultivation, Cooking",Art & Craft,Hybrid,High,6,Secondary,Internet,Medium,Paper Crafts,Art & Craft,0.43,0.59
33,Male,Rural,Low,"Content Creation, Embroidery, Mobile Repair",Domestic Services,Outdoor,Medium,2,Primary,Land,Low,Home Cook,Domestic Services,0.79,0.8
29,Female,Rural,Low,"Reselling, Content Creation, Tailoring, Cooking",E-commerce,Home-based,Medium,2,Primary,Land + Vehicle,Low,Handmade Products Store,E-commerce,0.71,0.84
51,Female,Rural,High,"Candle Making, Paper Craft, Baking",Agriculture,Outdoor,Medium,8,None,Vehicle,Low,Poultry Business,Agriculture,0.92,0.66
52,Female,Semi-Urban,Low,"Cooking, Photography",Education,Hybrid,Medium,8,Primary,Internet,High,Home Tuition,Education,0.74,0.88
39,Female,Rural,High,"Poultry Care, Photography, Dairy Management, Pickle Making",Food & Beverage,Hybrid,Medium,3,Primary,Internet,Medium,Spice Mixing,Food & Beverage,0.61,0.59
43,Male,Rural,High,"Teaching, Digital Marketing",Domestic Services,Home-based,Medium,6,None,Land + Vehicle,Low,Cleaning Services,Domestic Services,0.79,0.6
20,Female,Semi-Urban,Low,"Mushroom Cultivation, Reselling",Technology,Home-based,High,3,None,Internet,Low,Digital Marketing Agency,Technology,0.85,0.54
44,Female,Rural,Low,"Farming, Digital Marketing, Crafting",Technology,Hybrid,Low,8,None,Phone,Medium,YouTube Channel,Technology,0.52,0.51
47,Female,Urban,Low,"Hair Styling, Dairy Management, Content Creation, Candle Making",Technology,Hybrid,Medium,9,None,Internet,High,Digital Marketing Agency,Technology,0.88,0.95
37,Female,Semi-Urban,Medium,"Tailoring, Reselling, Home Cleaning",E-commerce,Home-based,High,5,Primary,Land + Vehicle,High,Online Reselling,E-commerce,0.63,0.81
51,Female,Rural,Medium,"Reselling, Digital Marketing, Crafting, Paper Craft",Education,Outdoor,Low,7,None,Phone + Internet,Medium,Spoken English Classes,Education,0.75,0.58
27,Female,Rural,High,"Baking, Mobile Repair, Mushroom Cultivation",Food & Beverage,Outdoor,High,9,Secondary,Internet,Low,Tiffin Service,Food & Beverage,0.58,0.8
55,Female,Rural,Low,"Baking, Tailoring, Home Cleaning",Beauty,Home-based,Low,3,None,Vehicle,High,Mehendi Services,Beauty,0.66,0.98
25,Female,Rural,Medium,"Baking, Digital Marketing, Food Delivery",Domestic Services,Outdoor,Low,10,None,Land + Vehicle,Medium,Cleaning Services,Domestic Services,0.58,0.75
22,Female,Semi-Urban,Low,"Poultry Care, Crafting",E-commerce,Outdoor,Medium,7,Secondary,Vehicle,High,Online Reselling,E-commerce,0.74,0.64
37,Female,Rural,Medium,"Photography, Content Creation, Poultry Care, Mobile Repair",Education,Hybrid,Medium,7,None,Phone,Medium,Daycare Center,Education,0.85,0.51
20,Female,Semi-Urban,Low,"Reselling, Paper Craft, Mushroom Cultivation, Mobile Repair",Education,Home-based,Medium,6,Primary,Land,Low,Daycare Center,Education,0.48,0.55
46,Male,Urban,High,"Food Delivery, Makeup, Teaching",E-commerce,Outdoor,Low,10,None,Vehicle,High,Dropshipping,E-commerce,0.72,0.59
24,Female,Urban,Medium,"Mobile Repair, Baking",Apparel,Home-based,Low,6,None,Vehicle,Low,Embroidery Shop,Apparel,0.95,0.6
37,Female,Rural,Low,"Dairy Management, Crafting, Makeup, Poultry Care",Art & Craft,Home-based,Medium,7,None,Internet,Medium,Jewelry Design,Art & Craft,0.47,0.68
50,Female,Semi-Urban,Low,"Makeup, Dairy Management, Mushroom Cultivation, Reselling",Agriculture,Home-based,Low,4,None,Internet,Low,Poultry Business,Agriculture,0.67,0.81
40,Female,Semi-Urban,Medium,"Cooking, Tailoring, Photography, Food Delivery",Beauty,Home-based,Low,7,Secondary,None,Low,Home Salon,Beauty,0.86,0.62
18,Female,Semi-Urban,Low,"Pickle Making, Embroidery, Daycare Management",Education,Hybrid,High,10,Primary,Land + Vehicle,Medium,Spoken English Classes,Education,0.59,0.9
27,Female,Urban,Low,"Pickle Making, Daycare Management, Baking",Apparel,Hybrid,High,3,None,Internet,Low,Tailoring Business,Apparel,0.95,0.73
28,Female,Urban,Low,"Video Editing, Crafting, Baking",Apparel,Home-based,High,2,Primary,Phone + Internet,Medium,Fabric Painting,Apparel,0.69,0.98
36,Female,Urban,Medium,"Digital Marketing, Sewing",E-commerce,Hybrid,High,5,None,Land + Vehicle,Medium,Online Reselling,E-commerce,0.49,0.61
49,Female,Rural,High,"Candle Making, Teaching",Creative Services,Outdoor,Medium,9,Primary,None,Medium,Photography Studio,Creative Services,0.58,0.62
37,Female,Semi-Urban,High,"Crafting, Content Creation",Apparel,Home-based,Medium,3,Primary,Land + Vehicle,Low,Embroidery Shop,Apparel,0.88,0.78
25,Female,Urban,High,"Food Delivery, Digital Marketing, Daycare Management, Cooking",Technology,Outdoor,Low,3,Secondary,Phone + Internet,High,Mobile Repair Shop,Technology,0.57,0.62
42,Female,Urban,Low,"Dairy Management, Mobile Repair",Agriculture,Outdoor,High,5,Primary,Phone,Medium,Dairy Farming,Agriculture,0.91,0.93
40,Female,Urban,Medium,"Poultry Care, Crafting",Education,Outdoor,High,6,None,Vehicle,Medium,Daycare Center,Education,0.69,0.7
43,Female,Semi-Urban,High,"Makeup, Paper Craft, Embroidery, Daycare Management",Education,Outdoor,Low,4,Secondary,Land,High,Spoken English Classes,Education,0.78,0.62
20,Female,Semi-Urban,Medium,"Embroidery, Content Creation, Home Cleaning",Food & Beverage,Outdoor,High,4,Primary,Phone + Internet,High,Homemade Pickles,Food & Beverage,0.69,0.66
19,Male,Urban,Low,"Dairy Management, Paper Craft, Content Creation, Mobile Repair",E-commerce,Outdoor,Low,7,Secondary,Land,Medium,Online Reselling,E-commerce,0.9,0.84
28,Female,Rural,Low,"Paper Craft, Tailoring, Reselling, Makeup",Domestic Services,Home-based,Low,7,None,Land,High,Babysitting,Domestic Services,0.44,0.54
32,Female,Semi-Urban,Medium,"Makeup, Tailoring, Food Delivery, Daycare Management",Agriculture,Hybrid,High,10,None,None,Medium,Poultry Business,Agriculture,0.89,0.53
36,Male,Semi-Urban,Medium,"Photography, Crafting",Agriculture,Outdoor,High,9,Secondary,Land + Vehicle,Low,Dairy Farming,Agriculture,0.64,0.87
25,Female,Rural,Low,"Candle Making, Dairy Management, Hair Styling, Reselling",Education,Hybrid,High,2,Secondary,Vehicle,Low,Home Tuition,Education,0.53,0.6
39,Female,Urban,Medium,"Farming, Sewing",Domestic Services,Outdoor,Medium,5,Primary,Phone,Medium,Babysitting,Domestic Services,0.66,0.51
21,Female,Urban,Low,"Farming, Baking, Candle Making",Domestic Services,Hybrid,Medium,7,Secondary,Phone + Internet,Medium,Cleaning Services,Domestic Services,0.83,0.71
50,Female,Urban,Medium,"Food Delivery, Dairy Management",Creative Services,Hybrid,High,4,Secondary,Phone + Internet,Medium,Content Creation Agency,Creative Services,0.56,0.95
31,Female,Urban,Low,"Poultry Care, Hair Styling",Agriculture,Hybrid,Medium,10,None,Land + Vehicle,Medium,Poultry Business,Agriculture,0.61,0.61
48,Female,Urban,High,"Digital Marketing, Sewing",E-commerce,Home-based,Low,5,Primary,Land + Vehicle,High,Handmade Products Store,E-commerce,0.43,0.86
52,Female,Rural,Low,"Mobile Repair, Paper Craft, Daycare Management",Art & Craft,Home-based,Low,3,Secondary,None,Low,Candle Making,Art & Craft,0.63,0.87
25,Female,Rural,Low,"Mushroom Cultivation, Tailoring",Food & Beverage,Outdoor,Low,10,None,Land,Low,Spice Mixing,Food & Beverage,0.44,0.78
29,Female,Semi-Urban,Medium,"Video Editing, Baking, Food Delivery",Food & Beverage,Outdoor,Medium,4,None,Phone,High,Tiffin Service,Food & Beverage,0.48,0.77
28,Female,Rural,Low,"Mushroom Cultivation, Food Delivery",Technology,Outdoor,Low,9,Primary,Vehicle,Low,Mobile Repair Shop,Technology,0.89,0.64
22,Female,Rural,Low,"Reselling, Pickle Making, Embroidery",Creative Services,Hybrid,Low,3,Primary,None,Medium,Video Editing Service,Creative Services,0.45,0.55
19,Female,Urban,High,"Reselling, Daycare Management",Food & Beverage,Home-based,Low,7,Primary,Land + Vehicle,Low,Homemade Pickles,Food & Beverage,0.65,0.71
54,Female,Urban,Medium,"Hair Styling, Video Editing, Sewing, Poultry Care",Art & Craft,Outdoor,Low,7,Secondary,Phone + Internet,Medium,Candle Making,Art & Craft,0.61,0.96
24,Female,Semi-Urban,Low,"Sewing, Mushroom Cultivation",E-commerce,Home-based,Low,2,None,None,Low,Online Reselling,E-commerce,0.73,0.94
18,Male,Urban,Low,"Makeup, Reselling, Home Cleaning, Mobile Repair",Creative Services,Outdoor,Medium,9,Primary,Land + Vehicle,Low,Content Creation Agency,Creative Services,0.62,0.71
41,Female,Semi-Urban,Low,"Hair Styling, Daycare Management, Digital Marketing, Pickle Making",Technology,Home-based,Low,8,None,Internet,Medium,YouTube Channel,Technology,0.64,0.75
37,Female,Rural,Low,"Photography, Pickle Making, Poultry Care",E-commerce,Home-based,Low,5,Primary,Vehicle,Medium,Dropshipping,E-commerce,0.67,0.77
34,Male,Semi-Urban,Low,"Daycare Management, Candle Making, Video Editing",Creative Services,Hybrid,Medium,5,Primary,Phone,Medium,Photography Studio,Creative Services,0.75,0.51
20,Female,Semi-Urban,High,"Sewing, Farming",Domestic Services,Outdoor,High,5,Primary,Phone + Internet,Low,Babysitting,Domestic Services,0.65,0.9
43,Female,Urban,Medium,"Dairy Management, Photography, Video Editing, Farming",Beauty,Hybrid,Low,10,Secondary,Land + Vehicle,Medium,Skincare Product Making,Beauty,0.91,0.54
24,Female,Urban,Medium,"Baking, Daycare Management, Hair Styling",Agriculture,Home-based,Medium,6,Primary,Internet,Low,Poultry Business,Agriculture,0.56,0.99
37,Female,Semi-Urban,Low,"Photography, Cooking, Sewing",Art & Craft,Hybrid,High,8,Secondary,Land,Medium,Paper Crafts,Art & Craft,0.83,0.74
28,Female,Rural,Low,"Digital Marketing, Daycare Management, Makeup, Cooking",Apparel,Home-based,Medium,8,Primary,None,Low,Fabric Painting,Apparel,0.56,0.81
40,Female,Semi-Urban,Low,"Dairy Management, Food Delivery, Cooking",Agriculture,Hybrid,Medium,6,None,Phone + Internet,High,Mushroom Cultivation,Agriculture,0.77,0.54
20,Female,Rural,Low,"Food Delivery, Home Cleaning, Teaching, Photography",Domestic Services,Home-based,High,8,Primary,Vehicle,Low,Cleaning Services,Domestic Services,0.45,0.51
50,Female,Semi-Urban,Medium,"Hair Styling, Farming, Mobile Repair",Domestic Services,Outdoor,Medium,3,Secondary,None,High,Home Cook,Domestic Services,0.83,0.75
34,Female,Urban,Low,"Reselling, Pickle Making",Technology,Outdoor,High,7,None,None,High,Mobile Repair Shop,Technology,0.82,0.79
19,Male,Semi-Urban,Low,"Home Cleaning, Embroidery, Video Editing, Poultry Care",Education,Outdoor,Low,3,Secondary,Phone + Internet,Low,Spoken English Classes,Education,0.69,0.68
54,Female,Urban,Low,"Cooking, Makeup, Farming, Sewing",Creative Services,Home-based,Medium,8,Secondary,Vehicle,High,Content Creation Agency,Creative Services,0.81,0.98
27,Female,Rural,Low,"Cooking, Reselling",Education,Home-based,High,3,Secondary,Internet,High,Daycare Center,Education,0.64,0.54
52,Female,Urban,Low,"Poultry Care, Content Creation",Domestic Services,Home-based,Low,3,Secondary,Internet,Low,Babysitting,Domestic Services,0.6,0.62
40,Female,Semi-Urban,Medium,"Digital Marketing, Reselling, Crafting, Makeup",Food & Beverage,Outdoor,Low,7,Primary,Land,Medium,Snack Stall,Food & Beverage,0.85,0.76
38,Female,Rural,Low,"Sewing, Cooking",Beauty,Outdoor,Medium,9,Secondary,Internet,Medium,Home Salon,Beauty,0.55,0.72
34,Male,Urban,Medium,"Home Cleaning, Video Editing, Sewing",E-commerce,Home-based,High,8,None,Land + Vehicle,Medium,Online Reselling,E-commerce,0.89,0.73
31,Female,Semi-Urban,Low,"Pickle Making, Embroidery",Domestic Services,Outdoor,Low,9,Primary,Vehicle,Low,Cleaning Services,Domestic Services,0.62,0.88
33,Female,Semi-Urban,Low,"Teaching, Reselling",Creative Services,Outdoor,Medium,8,None,None,High,Content Creation Agency,Creative Services,0.61,0.64
36,Male,Semi-Urban,High,"Video Editing, Home Cleaning, Paper Craft",Art & Craft,Hybrid,High,6,Primary,Phone,Medium,Candle Making,Art & Craft,0.65,0.76
47,Female,Rural,Medium,"Farming, Dairy Management, Crafting",Food & Beverage,Hybrid,Medium,5,Secondary,Land + Vehicle,Medium,Homemade Pickles,Food & Beverage,0.84,0.54
22,Female,Urban,Low,"Crafting, Poultry Care, Baking, Photography",Agriculture,Home-based,High,9,Primary,None,Medium,Poultry Business,Agriculture,0.89,0.89
